state,county,pct_pob
Quintana Roo,Othón P. Blanco,37.3
Quintana Roo,Benito Juárez,27.7
Quintana Roo,José María Morelos,79.5
Quintana Roo,Lázaro Cárdenas,61.7
Quintana Roo,Solidaridad,19.6
Quintana Roo,Tulum,32.2
Quintana Roo,Bacalar,78.2
San Luis Potosí,Ahualulco,65.6
San Luis Potosí,Alaquines,82.6
San Luis Potosí,Aquismón,76.8
San Luis Potosí,Armadillo de los Infante,68.7
San Luis Potosí,Cárdenas,55.5
San Luis Potosí,Catorce,66.8
San Luis Potosí,Cedral,52.4
San Luis Potosí,Cerritos,54.4
San Luis Potosí,Cerro de San Pedro,26.9
San Luis Potosí,Ciudad del Maíz,74.6
San Luis Potosí,Ciudad Fernández,58.9
San Luis Potosí,Tancanhuitz,75.8
San Luis Potosí,Ciudad Valles,42.8
San Luis Potosí,Coxcatlán,85
San Luis Potosí,Charcas,46.1
San Luis Potosí,Ebano,63.5
San Luis Potosí,Guadalcázar,73.6
San Luis Potosí,Huehuetlán,73.2
San Luis Potosí,Lagunillas,80.9
San Luis Potosí,Matehuala,37.6
San Luis Potosí,Mexquitic de Carmona,51.9
San Luis Potosí,Moctezuma,69.4
San Luis Potosí,Rayón,69.3
San Luis Potosí,Rioverde,56.3
San Luis Potosí,Salinas,65.8
San Luis Potosí,San Antonio,90.5
San Luis Potosí,San Ciro de Acosta,67.1
San Luis Potosí,San Luis Potosí,24
San Luis Potosí,San Martín Chalchicuautla,83.3
San Luis Potosí,San Nicolás Tolentino,72.3
San Luis Potosí,Santa Catarina,91.9
San Luis Potosí,Santa María del Río,60.3
San Luis Potosí,Santo Domingo,66.6
San Luis Potosí,San Vicente Tancuayalab,74.2
San Luis Potosí,Soledad de Graciano Sánchez,23
San Luis Potosí,Tamasopo,57.7
San Luis Potosí,Tamazunchale,73.6
San Luis Potosí,Tampacán,80.9
San Luis Potosí,Tampamolón Corona,77
San Luis Potosí,Tamuín,60.2
San Luis Potosí,Tanlajás,89.3
San Luis Potosí,Tanquián de Escobedo,68.5
San Luis Potosí,Tierra Nueva,75.6
San Luis Potosí,Vanegas,80.4
San Luis Potosí,Venado,66.3
San Luis Potosí,Villa de Arriaga,69.7
San Luis Potosí,Villa de Guadalupe,78.6
San Luis Potosí,Villa de la Paz,43.1
San Luis Potosí,Villa de Ramos,85.6
San Luis Potosí,Villa de Reyes,46.8
San Luis Potosí,Villa Hidalgo,53.9
San Luis Potosí,Villa Juárez,70.1
San Luis Potosí,Axtla de Terrazas,77.5
San Luis Potosí,Xilitla,84.6
San Luis Potosí,Zaragoza,45.2
San Luis Potosí,Villa de Arista,68.2
San Luis Potosí,Matlapa,81.9
San Luis Potosí,El Naranjo,50.9
Sinaloa,Ahome,31.5
Sinaloa,Angostura,38
Sinaloa,Badiraguato,66.1
Sinaloa,Concordia,44.3
Sinaloa,Cosalá,60.2
Sinaloa,Culiacán,24.9
Sinaloa,Choix,54.9
Sinaloa,Elota,34.2
Sinaloa,Escuinapa,47.9
Sinaloa,El Fuerte,44.7
Sinaloa,Guasave,41.5
Sinaloa,Mazatlán,26.8
Sinaloa,Mocorito,50.4
Sinaloa,Rosario,40.5
Sinaloa,Salvador Alvarado,35
Sinaloa,San Ignacio,49.1
Sinaloa,Sinaloa,52.3
Sinaloa,Navolato,34
Sonora,Aconchi,19.7
Sonora,Agua Prieta,33.1
Sonora,Alamos,50.2
Sonora,Altar,46.9
Sonora,Arivechi,26.4
Sonora,Arizpe,26.1
Sonora,Atil,4.1
Sonora,Bacadéhuachi,34.2
Sonora,Bacanora,14
Sonora,Bacerac,43.8
Sonora,Bacoachi,34.4
Sonora,Bácum,46.3
Sonora,Banámichi,22.2
Sonora,Baviácora,15.4
Sonora,Bavispe,45.5
Sonora,Benjamín Hill,31.2
Sonora,Caborca,31.6
Sonora,Cajeme,28.8
Sonora,Cananea,26.1
Sonora,Carbó,42.3
Sonora,La Colorada,23.6
Sonora,Cucurpe,19.1
Sonora,Cumpas,22.9
Sonora,Divisaderos,22.7
Sonora,Empalme,28.3
Sonora,Etchojoa,50.2
Sonora,Fronteras,24.1
Sonora,Granados,8.7
Sonora,Guaymas,30.7
Sonora,Hermosillo,19.4
Sonora,Huachinera,30
Sonora,Huásabas,11.7
Sonora,Huatabampo,46.3
Sonora,Huépac,2.7
Sonora,Imuris,27.9
Sonora,Magdalena,28.9
Sonora,Mazatán,19.5
Sonora,Moctezuma,22.3
Sonora,Naco,30.6
Sonora,Nácori Chico,61
Sonora,Nacozari de García,15.7
Sonora,Navojoa,36.2
Sonora,Nogales,23.9
Sonora,Onavas,5.7
Sonora,Opodepe,30
Sonora,Oquitoa,4.7
Sonora,Pitiquito,27.1
Sonora,Puerto Peñasco,39.8
Sonora,Quiriego,61.3
Sonora,Rayón,30.9
Sonora,Rosario,49.7
Sonora,Sahuaripa,40.1
Sonora,San Felipe de Jesús,4.3
Sonora,San Javier,5.9
Sonora,San Luis Río Colorado,40.3
Sonora,San Miguel de Horcasitas,48.4
Sonora,San Pedro de la Cueva,17.9
Sonora,Santa Ana,25.6
Sonora,Santa Cruz,35.1
Sonora,Sáric,27.4
Sonora,Soyopa,23.8
Sonora,Suaqui Grande,11.8
Sonora,Tepache,15.6
Sonora,Trincheras,22
Sonora,Tubutama,22.3
Sonora,Ures,18.6
Sonora,Villa Hidalgo,19.9
Sonora,Villa Pesqueira,38.4
Sonora,Yécora,71.7
Sonora,General Plutarco Elías Calles,0
Sonora,Benito Juárez,43.3
Sonora,San Ignacio Río Muerto,56
Tabasco,Balancán,58.1
Tabasco,Cárdenas,55.3
Tabasco,Centla,59.7
Tabasco,Centro,29
Tabasco,Comalcalco,48.9
Tabasco,Cunduacán,48.9
Tabasco,Emiliano Zapata,49.2
Tabasco,Huimanguillo,56.3
Tabasco,Jalapa,49.1
Tabasco,Jalpa de Méndez,50.2
Tabasco,Jonuta,69
Tabasco,Macuspana,54.1
Tabasco,Nacajuca,36.2
Tabasco,Paraíso,39.3
Tabasco,Tacotalpa,64.9
Tabasco,Teapa,41
Tabasco,Tenosique,55.4
Tamaulipas,Abasolo,62.8
Tamaulipas,Aldama,53
Tamaulipas,Altamira,42
Tamaulipas,Antiguo Morelos,58.8
Tamaulipas,Burgos,66
Tamaulipas,Bustamante,89.8
Tamaulipas,Camargo,39.1
Tamaulipas,Casas,66.7
Tamaulipas,Ciudad Madero,27.9
Tamaulipas,Cruillas,61.5
Tamaulipas,Gómez Farías,74.6
Tamaulipas,González,59.7
Tamaulipas,Güémez,53.4
Tamaulipas,Guerrero,54.5
Tamaulipas,Gustavo Díaz Ordaz,41.9
Tamaulipas,Hidalgo,71.6
Tamaulipas,Jaumave,65.2
Tamaulipas,Jiménez,61.3
Tamaulipas,Llera,66.5
Tamaulipas,Mainero,73
Tamaulipas,El Mante,43.9
Tamaulipas,Matamoros,39.7
Tamaulipas,Méndez,55.2
Tamaulipas,Mier,66.2
Tamaulipas,Miguel Alemán,44.9
Tamaulipas,Miquihuana,85.3
Tamaulipas,Nuevo Laredo,35.5
Tamaulipas,Nuevo Morelos,54.4
Tamaulipas,Ocampo,67.1
Tamaulipas,Padilla,62.2
Tamaulipas,Palmillas,70.5
Tamaulipas,Reynosa,34.8
Tamaulipas,Río Bravo,45.2
Tamaulipas,San Carlos,79.6
Tamaulipas,San Fernando,66.5
Tamaulipas,San Nicolás,77.6
Tamaulipas,Soto la Marina,52.2
Tamaulipas,Tampico,28.7
Tamaulipas,Tula,69.6
Tamaulipas,Valle Hermoso,47.9
Tamaulipas,Victoria,30
Tamaulipas,Villagrán,70.1
Tamaulipas,Xicoténcatl,45.6
Tlaxcala,Amaxac de Guerrero,43
Tlaxcala,Apetatitlán de Antonio Carvajal,38
Tlaxcala,Atlangatepec,62
Tlaxcala,Atltzayanca,67.8
Tlaxcala,Apizaco,38.9
Tlaxcala,Calpulalpan,55.8
Tlaxcala,El Carmen Tequexquitla,72.8
Tlaxcala,Cuapiaxtla,68.7
Tlaxcala,Cuaxomulco,64.1
Tlaxcala,Chiautempan,46.5
Tlaxcala,Muñoz de Domingo Arenas,57.9
Tlaxcala,Españita,69.7
Tlaxcala,Huamantla,59.1
Tlaxcala,Hueyotlipan,66.1
Tlaxcala,Ixtacuixtla de Mariano Matamoros,50.9
Tlaxcala,Ixtenco,71.7
Tlaxcala,Mazatecochco de José María Morelos,69.6
Tlaxcala,Contla de Juan Cuamatzi,55.3
Tlaxcala,Tepetitla de Lardizábal,54.6
Tlaxcala,Sanctórum de Lázaro Cárdenas,81.4
Tlaxcala,Nanacamilpa de Mariano Arista,60.7
Tlaxcala,Acuamanala de Miguel Hidalgo,42.8
Tlaxcala,Natívitas,54
Tlaxcala,Panotla,37.1
Tlaxcala,San Pablo del Monte,63.2
Tlaxcala,Santa Cruz Tlaxcala,44.3
Tlaxcala,Tenancingo,57.2
Tlaxcala,Teolocholco,47.6
Tlaxcala,Tepeyanco,40.2
Tlaxcala,Terrenate,70.5
Tlaxcala,Tetla de la Solidaridad,45.9
Tlaxcala,Tetlatlahuca,50.5
Tlaxcala,Tlaxcala,33.6
Tlaxcala,Tlaxco,60.2
Tlaxcala,Tocatlán,74.2
Tlaxcala,Totolac,31.4
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,88.9
Tlaxcala,Tzompantepec,46.4
Tlaxcala,Xaloztoc,53.7
Tlaxcala,Xaltocan,49
Tlaxcala,Papalotla de Xicohténcatl,47.2
Tlaxcala,Xicohtzinco,37.9
Tlaxcala,Yauhquemehcan,41.2
Tlaxcala,Zacatelco,46.4
Tlaxcala,Benito Juárez,86.2
Tlaxcala,Emiliano Zapata,87.7
Tlaxcala,Lázaro Cárdenas,63.6
Tlaxcala,La Magdalena Tlaltelulco,61
Tlaxcala,San Damián Texóloc,59.2
Tlaxcala,San Francisco Tetlanohcan,58.1
Tlaxcala,San Jerónimo Zacualpan,55.7
Tlaxcala,San José Teacalco,81.5
Tlaxcala,San Juan Huactzinco,69.3
Tlaxcala,San Lorenzo Axocomanitla,59.3
Tlaxcala,San Lucas Tecopilco,75.6
Tlaxcala,Santa Ana Nopalucan,69.7
Tlaxcala,Santa Apolonia Teacalco,65.3
Tlaxcala,Santa Catarina Ayometla,66.4
Tlaxcala,Santa Cruz Quilehtla,76.2
Tlaxcala,Santa Isabel Xiloxoxtla,70.8
Veracruz,Acajete,62.3
Veracruz,Acatlán,91.8
Veracruz,Acayucan,63.6
Veracruz,Actopan,54.6
Veracruz,Acula,56.2
Veracruz,Acultzingo,72.7
Veracruz,Camarón de Tejeda,63.2
Veracruz,Alpatláhuac,86
Veracruz,Alto Lucero de Gutiérrez Barrios,70.5
Veracruz,Altotonga,76.9
Veracruz,Alvarado,47.4
Veracruz,Amatitlán,39.3
Veracruz,Naranjos Amatlán,53.4
Veracruz,Amatlán de los Reyes,52.3
Veracruz,Angel R. Cabada,60.3
Veracruz,La Antigua,39.9
Veracruz,Apazapan,55.5
Veracruz,Aquila,94.8
Veracruz,Astacinga,96.1
Veracruz,Atlahuilco,88.1
Veracruz,Atoyac,63.4
Veracruz,Atzacan,77
Veracruz,Atzalan,82.7
Veracruz,Tlaltetela,74.8
Veracruz,Ayahualulco,91.5
Veracruz,Banderilla,47.2
Veracruz,Benito Juárez,80.1
Veracruz,Boca del Río,30
Veracruz,Calcahualco,95.3
Veracruz,Camerino Z. Mendoza,58.1
Veracruz,Carrillo Puerto,69
Veracruz,Catemaco,77.5
Veracruz,Cazones de Herrera,68.8
Veracruz,Cerro Azul,50
Veracruz,Citlaltépetl,78.3
Veracruz,Coacoatzintla,77.9
Veracruz,Coahuitlán,91.7
Veracruz,Coatepec,44.8
Veracruz,Coatzacoalcos,38.3
Veracruz,Coatzintla,47.4
Veracruz,Coetzala,70.9
Veracruz,Colipa,70.2
Veracruz,Comapa,79.8
Veracruz,Córdoba,47.6
Veracruz,Cosamaloapan de Carpio,52.2
Veracruz,Cosautlán de Carvajal,78.1
Veracruz,Coscomatepec,78.9
Veracruz,Cosoleacaque,50.7
Veracruz,Cotaxtla,55.3
Veracruz,Coxquihui,80.2
Veracruz,Coyutla,82.1
Veracruz,Cuichapa,59.7
Veracruz,Cuitláhuac,53.9
Veracruz,Chacaltianguis,52.4
Veracruz,Chalma,68.2
Veracruz,Chiconamel,83
Veracruz,Chiconquiaco,90.4
Veracruz,Chicontepec,79.1
Veracruz,Chinameca,60.2
Veracruz,Chinampa de Gorostiza,68.7
Veracruz,Las Choapas,67
Veracruz,Chocamán,69.8
Veracruz,Chontla,70.9
Veracruz,Chumatlán,90.1
Veracruz,Emiliano Zapata,40.9
Veracruz,Espinal,75.3
Veracruz,Filomeno Mata,96.1
Veracruz,Fortín,42
Veracruz,Gutiérrez Zamora,65.5
Veracruz,Hidalgotitlán,72.7
Veracruz,Huatusco,67.6
Veracruz,Huayacocotla,77.3
Veracruz,Hueyapan de Ocampo,71.6
Veracruz,Huiloapan de Cuauhtémoc,50.7
Veracruz,Ignacio de la Llave,71
Veracruz,Ilamatlán,93.7
Veracruz,Isla,67.4
Veracruz,Ixcatepec,79.7
Veracruz,Ixhuacán de los Reyes,81.3
Veracruz,Ixhuatlán del Café,80.3
Veracruz,Ixhuatlancillo,60.4
Veracruz,Ixhuatlán del Sureste,50.9
Veracruz,Ixhuatlán de Madero,82.8
Veracruz,Ixmatlahuacan,43.1
Veracruz,Ixtaczoquitlán,55.5
Veracruz,Jalacingo,81
Veracruz,Xalapa,37.6
Veracruz,Jalcomulco,83.3
Veracruz,Jáltipan,60.2
Veracruz,Jamapa,51.7
Veracruz,Jesús Carranza,70.6
Veracruz,Xico,71.2
Veracruz,Jilotepec,58.2
Veracruz,Juan Rodríguez Clara,71.3
Veracruz,Juchique de Ferrer,71
Veracruz,Landero y Coss,82.4
Veracruz,Lerdo de Tejada,47.7
Veracruz,Magdalena,85.6
Veracruz,Maltrata,79.5
Veracruz,Manlio Fabio Altamirano,54.5
Veracruz,Mariano Escobedo,66.7
Veracruz,Martínez de la Torre,51.1
Veracruz,Mecatlán,95.2
Veracruz,Mecayapan,91.4
Veracruz,Medellín,40.7
Veracruz,Miahuatlán,91
Veracruz,Las Minas,86.1
Veracruz,Minatitlán,47.8
Veracruz,Misantla,66.4
Veracruz,Mixtla de Altamirano,95.3
Veracruz,Moloacán,53.2
Veracruz,Naolinco,62.4
Veracruz,Naranjal,66.1
Veracruz,Nautla,56.4
Veracruz,Nogales,56.6
Veracruz,Oluta,67.5
Veracruz,Omealca,68.3
Veracruz,Orizaba,40.4
Veracruz,Otatitlán,70.2
Veracruz,Oteapan,76.5
Veracruz,Ozuluama de Mascareñas,59
Veracruz,Pajapan,83.9
Veracruz,Pánuco,55.4
Veracruz,Papantla,62.9
Veracruz,Paso del Macho,60.2
Veracruz,Paso de Ovejas,47.5
Veracruz,La Perla,90.3
Veracruz,Perote,71
Veracruz,Platón Sánchez,77.6
Veracruz,Playa Vicente,72.3
Veracruz,Poza Rica de Hidalgo,41.4
Veracruz,Las Vigas de Ramírez,76.1
Veracruz,Pueblo Viejo,57.8
Veracruz,Puente Nacional,49.7
Veracruz,Rafael Delgado,76.9
Veracruz,Rafael Lucio,58.8
Veracruz,Los Reyes,90.5
Veracruz,Río Blanco,46.2
Veracruz,Saltabarranca,46.5
Veracruz,San Andrés Tenejapan,78.1
Veracruz,San Andrés Tuxtla,75.2
Veracruz,San Juan Evangelista,71.3
Veracruz,Santiago Tuxtla,74.9
Veracruz,Sayula de Alemán,70.5
Veracruz,Soconusco,58.9
Veracruz,Sochiapa,70.8
Veracruz,Soledad Atzompa,95.3
Veracruz,Soledad de Doblado,63.7
Veracruz,Soteapan,89.3
Veracruz,Tamalín,75.7
Veracruz,Tamiahua,66.9
Veracruz,Tampico Alto,58.1
Veracruz,Tancoco,65.6
Veracruz,Tantima,64.2
Veracruz,Tantoyuca,74.5
Veracruz,Tatatila,87.2
Veracruz,Castillo de Teayo,72.1
Veracruz,Tecolutla,67
Veracruz,Tehuipango,96.5
Veracruz,Álamo Temapache,67.5
Veracruz,Tempoal,71.7
Veracruz,Tenampa,75
Veracruz,Tenochtitlán,84
Veracruz,Teocelo,65
Veracruz,Tepatlaxco,76.7
Veracruz,Tepetlán,69.3
Veracruz,Tepetzintla,75.5
Veracruz,Tequila,86.9
Veracruz,José Azueta,69.4
Veracruz,Texcatepec,94.4
Veracruz,Texhuacán,86.4
Veracruz,Texistepec,71.3
Veracruz,Tezonapa,73.7
Veracruz,Tierra Blanca,51.2
Veracruz,Tihuatlán,56.7
Veracruz,Tlacojalpan,71.7
Veracruz,Tlacolulan,75.5
Veracruz,Tlacotalpan,58
Veracruz,Tlacotepec de Mejía,72.2
Veracruz,Tlachichilco,84.9
Veracruz,Tlalixcoyan,65.7
Veracruz,Tlalnelhuayocan,60.6
Veracruz,Tlapacoyan,73.1
Veracruz,Tlaquilpa,93.2
Veracruz,Tlilapan,74.9
Veracruz,Tomatlán,65.9
Veracruz,Tonayán,85.5
Veracruz,Totutla,76.1
Veracruz,Tuxpan,45.1
Veracruz,Tuxtilla,41.6
Veracruz,Ursulo Galván,34.9
Veracruz,Vega de Alatorre,64.9
Veracruz,Veracruz,33.2
Veracruz,Villa Aldama,77.6
Veracruz,Xoxocotla,90.7
Veracruz,Yanga,49.5
Veracruz,Yecuatla,77
Veracruz,Zacualpan,84.5
Veracruz,Zaragoza,76.1
Veracruz,Zentla,62.3
Veracruz,Zongolica,82
Veracruz,Zontecomatlán de López y Fuentes,86.3
Veracruz,Zozocolco de Hidalgo,86.7
Veracruz,Agua Dulce,51.2
Veracruz,El Higo,49.2
Veracruz,Nanchital de Lázaro Cárdenas del Río,33.3
Veracruz,Tres Valles,57.6
Veracruz,Carlos A. Carrillo,38.7
Veracruz,Tatahuicapan de Juárez,83.8
Veracruz,Uxpanapa,84
Veracruz,San Rafael,54.7
Veracruz,Santiago Sochiapan,85.4
Yucatán,Abalá,49.4
Yucatán,Acanceh,44.7
Yucatán,Akil,64
Yucatán,Baca,47.6
Yucatán,Bokobá,28.8
Yucatán,Buctzotz,75.7
Yucatán,Cacalchén,58.4
Yucatán,Calotmul,88.7
Yucatán,Cansahcab,59.7
Yucatán,Cantamayec,67.7
Yucatán,Celestún,79.4
Yucatán,Cenotillo,82.1
Yucatán,Conkal,27
Yucatán,Cuncunul,59.7
Yucatán,Cuzamá,72
Yucatán,Chacsinkín,90.1
Yucatán,Chankom,87.3
Yucatán,Chapab,63.6
Yucatán,Chemax,79.6
Yucatán,Chicxulub Pueblo,56.7
Yucatán,Chichimilá,88.8
Yucatán,Chikindzonot,93.2
Yucatán,Chocholá,53.6
Yucatán,Chumayel,85.5
Yucatán,Dzán,83.4
Yucatán,Dzemul,50.3
Yucatán,Dzidzantún,47.6
Yucatán,Dzilam de Bravo,47.3
Yucatán,Dzilam González,71.9
Yucatán,Dzitás,86.8
Yucatán,Dzoncauich,63.1
Yucatán,Espita,75.8
Yucatán,Halachó,55.1
Yucatán,Hocabá,70.8
Yucatán,Hoctún,72.9
Yucatán,Homún,72.1
Yucatán,Huhí,84.5
Yucatán,Hunucmá,55.8
Yucatán,Ixil,55.7
Yucatán,Izamal,48.9
Yucatán,Kanasín,40.6
Yucatán,Kantunil,82.1
Yucatán,Kaua,81.1
Yucatán,Kinchil,65.1
Yucatán,Kopomá,45.2
Yucatán,Mama,78.9
Yucatán,Maní,77.7
Yucatán,Maxcanú,41.7
Yucatán,Mayapán,92.4
Yucatán,Mérida,22.9
Yucatán,Mocochá,32
Yucatán,Motul,47.1
Yucatán,Muna,61.5
Yucatán,Muxupip,41.3
Yucatán,Opichén,75.1
Yucatán,Oxkutzcab,64.3
Yucatán,Panabá,73.7
Yucatán,Peto,70.1
Yucatán,Progreso,37.4
Yucatán,Quintana Roo,56.4
Yucatán,Río Lagartos,24.2
Yucatán,Sacalum,73.8
Yucatán,Samahil,49.9
Yucatán,Sanahcat,51.9
Yucatán,San Felipe,18.9
Yucatán,Santa Elena,80.1
Yucatán,Seyé,72.8
Yucatán,Sinanché,68.2
Yucatán,Sotuta,82.9
Yucatán,Sucilá,71.7
Yucatán,Sudzal,48.9
Yucatán,Suma,54.4
Yucatán,Tahdziú,94.1
Yucatán,Tahmek,72.3
Yucatán,Teabo,80.5
Yucatán,Tecoh,50.6
Yucatán,Tekal de Venegas,87.8
Yucatán,Tekantó,71.3
Yucatán,Tekax,55.4
Yucatán,Tekit,70
Yucatán,Tekom,92
Yucatán,Telchac Pueblo,61
Yucatán,Telchac Puerto,36.7
Yucatán,Temax,79.4
Yucatán,Temozón,73.3
Yucatán,Tepakán,55
Yucatán,Tetiz,64
Yucatán,Teya,62.1
Yucatán,Ticul,57.2
Yucatán,Timucuy,61.8
Yucatán,Tinum,65.5
Yucatán,Tixcacalcupul,93
Yucatán,Tixkokob,37
Yucatán,Tixmehuac,80.4
Yucatán,Tixpéhual,43.4
Yucatán,Tizimín,60.2
Yucatán,Tunkás,81.7
Yucatán,Tzucacab,72.2
Yucatán,Uayma,89.9
Yucatán,Ucú,49.9
Yucatán,Umán,36.4
Yucatán,Valladolid,54.4
Yucatán,Xocchel,76.9
Yucatán,Yaxcabá,70.7
Yucatán,Yaxkukul,55.9
Yucatán,Yobaín,50.6
Zacatecas,Apozol,61.8
Zacatecas,Apulco,70.6
Zacatecas,Atolinga,58.3
Zacatecas,Benito Juárez,75.1
Zacatecas,Calera,49.4
Zacatecas,Cañitas de Felipe Pescador,67.3
Zacatecas,Concepción del Oro,28.6
Zacatecas,Cuauhtémoc,61.5
Zacatecas,Chalchihuites,59
Zacatecas,Fresnillo,46.3
Zacatecas,Trinidad García de la Cadena,47.9
Zacatecas,Genaro Codina,66.1
Zacatecas,General Enrique Estrada,54
Zacatecas,General Francisco R. Murguía,75.2
Zacatecas,El Plateado de Joaquín Amaro,77
Zacatecas,General Pánfilo Natera,71.8
Zacatecas,Guadalupe,28.6
Zacatecas,Huanusco,55.8
Zacatecas,Jalpa,50.9
Zacatecas,Jerez,57.8
Zacatecas,Jiménez del Teul,78.4
Zacatecas,Juan Aldama,65
Zacatecas,Juchipila,44.2
Zacatecas,Loreto,61.7
Zacatecas,Luis Moya,53.1
Zacatecas,Mazapil,59.9
Zacatecas,Melchor Ocampo,53.2
Zacatecas,Mezquital del Oro,72.9
Zacatecas,Miguel Auza,62.7
Zacatecas,Momax,57.6
Zacatecas,Monte Escobedo,64.4
Zacatecas,Morelos,39.6
Zacatecas,Moyahua de Estrada,59.7
Zacatecas,Nochistlán de Mejía,61.6
Zacatecas,Noria de Ángeles,69.9
Zacatecas,Ojocaliente,63
Zacatecas,Pánuco,59.7
Zacatecas,Pinos,77.6
Zacatecas,Río Grande,51.6
Zacatecas,Sain Alto,72.6
Zacatecas,El Salvador,74.6
Zacatecas,Sombrerete,53.2
Zacatecas,Susticacán,68.4
Zacatecas,Tabasco,61.1
Zacatecas,Tepechitlán,59.3
Zacatecas,Tepetongo,64.7
Zacatecas,Teúl de González Ortega,57.5
Zacatecas,Tlaltenango de Sánchez Román,51.4
Zacatecas,Valparaíso,67.2
Zacatecas,Vetagrande,58.2
Zacatecas,Villa de Cos,70.8
Zacatecas,Villa García,47.7
Zacatecas,Villa González Ortega,69.1
Zacatecas,Villa Hidalgo,71.8
Zacatecas,Villanueva,61
Zacatecas,Zacatecas,25.9
Zacatecas,Trancoso,63.1
Zacatecas,Santa María de la Paz,57.4
